,age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,manquants
814,51,180.0,57.3,751,5.0,0.24,765.0,10000.0,5304.565695489534,0
815,57,154.5,49.9,2377,3.0,0.31,638.0,5000.0,7964.866269439541,0
816,71,176.9,97.2,1156,3.0,0.69,448.0,5000.0,500.0,0
820,25,178.6,61.4,2358,1.0,0.48,798.0,5231.748886883273,39095.70132515807,1
823,29,171.5,79.4,500,2.5351401010565,0.46,629.0,514.54,7920.423808612631,1
824,62,172.9,59.9,3388,4.0,0.48,840.0,10000.0,500.0,0
827,37,173.3,40.2,3079,2.0,0.15,313.0,10000.0,500.0,0
831,69,182.4,61.5,1604,2.5351401010565,0.88,615.0,10000.0,500.0,1
833,69,158.4,74.0,2030,0.0,0.25,509.0,5231.748886883273,17858.7134257502,1
836,62,177.1,42.5,2721,2.5351401010565,0.95,746.0,5000.0,3566.516472585042,1
842,68,152.1,71.8,1892,2.5351401010565,0.51,479.0,806.63,500.0,1
843,60,176.3,80.1,1855,2.5351401010565,0.42,703.0,5000.0,21260.31115423613,1
844,54,186.7,51.8,4398,2.5351401010565,0.2,458.0,10000.0,500.0,1
849,34,174.2,57.5,1370,1.0,0.13,330.0,1153.82,500.0,0
852,73,184.4,68.2,1579,3.0,0.01,445.0,10000.0,15798.705570103417,0
855,56,175.6,80.4,3474,2.5351401010565,0.26,791.0,644.49,34488.74999640782,1
856,54,172.8,87.0,3485,2.5351401010565,0.76,547.0,10000.0,19345.66758417409,1
861,38,159.1,64.3,2044,2.5351401010565,0.8,377.0,1332.12,500.0,1
865,18,171.6,75.4,1939,4.0,0.38,386.0,5231.748886883273,500.0,1
867,40,178.3,53.6,1163,2.5351401010565,0.77,342.0,1448.43,500.0,1
869,38,163.3,104.1,3685,1.0,0.68,523.0,10000.0,32008.185485476926,0
870,68,167.8,64.5,1454,2.5351401010565,0.11,577.0,5000.0,500.0,1
872,50,170.4,53.1,2558,1.0,0.88,576.0,778.72,11500.035406653124,0
876,47,157.0,78.3,612,3.0,0.19,743.0,5231.748886883273,500.0,1
878,58,162.1,43.0,991,2.0,0.8,827.0,10000.0,500.0,0
884,67,157.0,75.6,3214,2.5351401010565,0.74,491.0,887.92,11242.995545552798,1
891,20,165.2,43.0,2384,2.5351401010565,0.21,823.0,5000.0,18259.874610043164,1
895,19,163.7,65.8,1811,2.5351401010565,0.46,675.0,10000.0,500.0,1
898,54,180.6,86.3,1185,2.5351401010565,0.0,557.0,5000.0,500.0,1
899,18,157.7,73.1,2304,2.5351401010565,0.6,368.0,10000.0,18449.42315980984,1
900,75,177.9,89.1,3711,2.5351401010565,0.97,451.0,5000.0,23727.3912340518,1
903,65,166.7,96.2,962,5.0,0.38,603.0,5000.0,500.0,0
904,33,175.6,72.5,2701,1.0,0.6,822.0,1002.95,4822.7471556909,0
906,48,177.6,33.8,1531,2.0,0.91,483.0,5231.748886883273,8937.89525243721,1
911,18,181.7,72.0,500,2.0,0.4,468.0,5231.748886883273,500.0,1
916,63,168.5,62.4,3131,2.0,0.64,825.0,5000.0,7014.187179419071,0
917,56,178.4,50.7,4403,2.5351401010565,0.09,787.0,487.52,14994.5795608102,1
925,45,183.8,59.3,1978,2.5351401010565,0.09,621.0,10000.0,9116.730177951114,1
929,59,174.8,67.4,4734,4.0,0.51,482.0,5231.748886883273,17625.005304333405,1
930,20,175.9,84.7,2939,2.5351401010565,0.3,672.0,741.62,500.0,1
933,49,163.3,52.8,1444,2.0,0.56,797.0,5000.0,3385.6371225579664,0
938,36,172.6,81.1,3333,5.0,0.78,328.0,10000.0,7445.877283247973,0
940,39,172.5,41.6,3189,2.5351401010565,0.59,540.0,10000.0,1798.8103112959332,1
942,73,157.9,68.3,3100,2.5351401010565,0.1,415.0,228.73,500.0,1
944,42,169.5,76.5,2052,2.5351401010565,0.83,572.0,743.17,4637.667090328978,1
946,46,176.7,57.9,3325,5.0,0.64,475.0,726.55,500.0,0
948,53,178.1,75.6,2440,2.5351401010565,0.87,633.0,5000.0,6719.12224337161,1
949,35,175.8,74.3,4282,2.5351401010565,0.27,725.0,405.57,7798.858895084444,1
953,71,161.8,68.6,2297,3.0,0.83,671.0,529.67,25690.51083872613,0
954,45,163.0,51.6,4059,3.0,0.4,498.0,10000.0,3835.433356742735,0
958,36,177.8,55.8,4098,2.5351401010565,0.95,602.0,5000.0,47474.27221391879,1
960,31,168.8,106.0,3778,1.0,0.36,758.0,5000.0,19998.243461066268,0
962,21,174.5,27.0,3219,2.5351401010565,0.77,690.0,5000.0,9980.438077538149,1
963,28,169.7,61.5,2026,2.5351401010565,0.87,763.0,10000.0,6182.241807638127,1
976,50,182.3,75.8,2836,2.5351401010565,0.11,451.0,10000.0,500.0,1
979,36,180.7,97.0,3348,2.5351401010565,0.16,691.0,1011.34,500.0,1
984,34,179.3,57.0,2108,3.0,0.97,323.0,433.51,500.0,0
985,29,169.9,52.8,2485,5.0,0.97,485.0,5231.748886883273,500.0,1
988,58,181.4,66.2,2554,1.0,0.22,323.0,5000.0,11301.820807689632,0
992,27,170.9,62.8,1598,2.5351401010565,0.83,749.0,1235.59,21482.29879770653,1
993,26,157.4,67.6,841,2.5351401010565,0.45,767.0,5000.0,20631.732773372485,1
996,47,173.3,63.3,1613,4.0,0.18,320.0,10000.0,500.0,0
997,54,176.6,73.7,500,4.0,0.73,432.0,5231.748886883273,500.0,1
998,42,167.1,51.5,2651,2.5351401010565,0.75,548.0,10000.0,8180.277514679585,1
999,24,170.9,80.5,920,3.0,0.08,331.0,10000.0,500.0,0
1005,71,146.4,75.8,500,2.5351401010565,0.39,572.0,873.78,500.0,1
1007,22,174.9,43.0,1985,3.0,0.75,740.0,5231.748886883273,500.0,1
1008,48,160.8,102.5,1165,1.0,0.09,471.0,10000.0,500.0,0
1009,28,181.9,89.2,3788,2.5351401010565,0.99,847.0,10000.0,27187.825055741905,1
1010,42,156.0,60.8,2368,4.0,0.01,667.0,5231.748886883273,3095.6058161162705,1
1012,38,173.1,72.6,2841,2.5351401010565,0.05,518.0,10000.0,22022.17102340588,1
1014,71,180.1,69.6,2290,2.5351401010565,0.41,817.0,1211.84,11417.686003789931,1
1015,27,176.1,63.7,1142,4.0,0.86,522.0,5000.0,500.0,0
1016,53,160.2,37.4,1293,5.0,0.24,300.0,10000.0,17767.617120803876,0
1019,25,180.0,89.2,2574,2.5351401010565,0.74,621.0,10000.0,500.0,1
1020,68,163.7,66.9,2206,1.0,0.13,575.0,5231.748886883273,27971.661874715537,1
1022,70,169.4,58.4,1988,2.5351401010565,0.36,794.0,5000.0,500.0,1
1023,19,175.7,61.7,1424,1.0,0.18,674.0,5231.748886883273,500.0,1
1026,28,167.4,72.1,2906,2.5351401010565,0.17,432.0,602.57,500.0,1
1027,55,169.5,55.7,2919,2.5351401010565,0.11,536.0,5000.0,25162.12457911411,1
1029,43,162.9,41.2,2100,2.5351401010565,0.05,650.0,10000.0,23470.26525443351,1
1030,57,168.9,55.0,2849,3.0,0.09,842.0,10000.0,25262.999727345657,0
1031,67,181.9,55.4,2990,3.0,0.98,323.0,5000.0,8543.009391045001,0
1033,48,173.8,56.9,2487,5.0,0.59,593.0,270.49,4617.462855473694,0
1034,46,167.1,65.2,865,2.5351401010565,0.32,691.0,798.92,500.0,1
1035,38,177.6,53.2,2496,2.0,0.22,601.0,5231.748886883273,500.0,1
1040,53,162.3,95.4,2849,3.0,0.12,387.0,10000.0,500.0,0
1041,60,182.1,52.1,2984,2.5351401010565,0.57,336.0,10000.0,500.0,1
1043,57,164.6,77.1,2839,2.5351401010565,0.55,753.0,922.33,500.0,1
1045,39,154.1,51.3,1543,4.0,0.11,616.0,10000.0,9974.5385387336,0
1047,28,148.2,65.5,3745,2.5351401010565,0.83,306.0,10000.0,500.0,1
1048,18,154.0,78.7,3688,2.5351401010565,0.8,386.0,5000.0,500.0,1
1049,57,163.2,60.1,2507,4.0,0.11,793.0,5000.0,13941.527954181993,0
1053,64,155.8,57.5,1053,2.0,0.98,418.0,5231.748886883273,17654.56282008825,1
1055,28,167.1,57.7,2529,5.0,0.95,543.0,10000.0,500.0,0
1064,75,169.6,64.8,5209,5.0,0.91,458.0,1104.31,12083.48293955499,0
1068,75,160.2,71.3,2085,0.0,0.72,842.0,10000.0,750.1675818274242,0
1074,53,185.2,79.4,2898,5.0,0.16,672.0,474.01,12790.98416367052,0
1076,68,180.9,86.0,3777,2.5351401010565,0.23,515.0,10000.0,29174.700527737616,1
1078,39,167.8,70.0,1898,4.0,0.3,521.0,5231.748886883273,500.0,1
1079,68,166.0,71.3,2437,2.0,0.66,531.0,5231.748886883273,10942.245205344045,1
1080,75,165.4,46.0,4186,0.0,0.35,459.0,10000.0,500.0,0
1085,32,174.0,69.6,3792,4.0,0.81,830.0,819.34,18379.00811212305,0
1087,50,157.5,103.6,4524,2.5351401010565,0.62,689.0,5000.0,500.0,1
1091,72,183.4,61.6,2325,2.5351401010565,0.57,583.0,10000.0,8479.067679026146,1
1096,65,174.7,65.4,3249,5.0,0.37,347.0,5231.748886883273,33199.35478748699,1
1097,49,191.1,53.1,860,1.0,0.21,442.0,5000.0,500.0,0
1098,44,157.1,61.1,1994,2.5351401010565,0.83,401.0,420.6,500.0,1
1100,61,170.8,62.3,2264,0.0,0.28,601.0,5231.748886883273,24271.219189403848,1
1108,57,191.8,75.8,4345,1.0,0.51,709.0,680.27,19357.322553038,0
1109,44,167.5,55.8,4022,2.5351401010565,0.17,331.0,934.09,33552.64605500877,1
1111,50,169.8,102.2,2142,4.0,0.18,387.0,5231.748886883273,500.0,1
1112,52,181.2,88.3,1111,4.0,0.95,400.0,10000.0,500.0,0
1113,27,157.1,77.7,1801,2.5351401010565,0.44,762.0,714.94,500.0,1
1117,27,185.3,86.5,3212,0.0,0.86,807.0,10000.0,500.0,0
1121,61,169.0,82.7,1343,2.5351401010565,0.25,706.0,870.92,500.0,1
1122,74,163.0,66.5,3049,5.0,0.99,655.0,10000.0,500.0,0
1123,58,184.7,62.1,3277,2.5351401010565,0.85,413.0,10000.0,500.0,1
1127,18,171.4,84.0,2234,1.0,0.65,341.0,5000.0,10561.932639484903,0
1130,34,153.1,56.5,3285,1.0,0.15,525.0,10000.0,500.0,0
1131,27,162.9,82.4,2465,2.5351401010565,0.69,832.0,5000.0,36102.58761325516,1
1133,60,161.1,74.7,2370,0.0,0.92,725.0,5000.0,500.0,0
1140,41,177.9,40.8,1512,4.0,0.81,324.0,920.29,15637.931483116514,0
1141,38,175.8,93.1,3577,1.0,0.26,611.0,5231.748886883273,500.0,1
1143,41,171.2,81.4,2511,4.0,0.24,335.0,1220.28,500.0,0
1145,24,169.8,73.0,500,2.5351401010565,0.91,490.0,293.04,500.0,1
1148,35,162.7,41.6,4123,2.5351401010565,0.79,306.0,479.97,5495.968669607365,1
1152,49,181.6,38.8,2690,2.5351401010565,1.0,507.0,10000.0,9525.421301036306,1
1157,50,173.1,63.2,1217,1.0,0.64,553.0,5000.0,500.0,0
1159,34,177.8,53.1,4552,2.0,0.84,790.0,10000.0,500.0,0
1160,54,174.6,76.9,813,2.5351401010565,0.99,686.0,687.0,25570.47119564551,1
1161,74,152.2,72.9,4111,2.5351401010565,0.64,556.0,10000.0,500.0,1
1164,24,174.1,65.3,3352,5.0,0.12,527.0,5231.748886883273,27056.669054141723,1
1165,35,168.2,85.7,2096,1.0,0.95,306.0,942.03,11631.378311895272,0
1166,40,174.9,81.2,3473,3.0,0.32,741.0,10000.0,20941.35533451329,0
1167,61,176.5,65.7,4254,4.0,0.49,352.0,10000.0,24459.4745517227,0
1169,43,162.0,102.1,3168,5.0,0.96,331.0,5000.0,20369.88983084691,0
1178,54,166.7,63.6,3828,5.0,0.51,376.0,5231.748886883273,4929.495735749877,1
1180,39,171.4,77.4,3005,0.0,0.63,451.0,10000.0,11994.155565786166,0
1181,67,196.9,75.6,743,2.5351401010565,0.06,757.0,457.08,13420.837009444647,1
1182,22,171.6,84.1,1589,2.5351401010565,0.87,402.0,5000.0,500.0,1
1186,63,169.0,60.4,2012,4.0,0.55,707.0,10000.0,3353.4330106364587,0
1187,21,182.4,78.5,5080,5.0,0.01,782.0,5231.748886883273,13703.88297040526,1
1188,45,175.4,70.1,2146,1.0,0.74,568.0,961.08,500.0,0
1195,34,163.6,68.0,2294,2.5351401010565,0.44,604.0,319.02,8691.443157660575,1
1196,33,166.9,78.9,2722,2.5351401010565,0.45,542.0,585.12,500.0,1
1203,59,154.3,80.3,864,5.0,0.76,828.0,270.52,500.0,0
1204,50,169.3,70.0,2661,0.0,0.47,659.0,10000.0,11383.645355092256,0
1205,19,168.8,58.5,4354,2.5351401010565,0.61,406.0,5000.0,22511.217794679647,1
1206,30,161.1,57.6,2998,2.5351401010565,0.67,837.0,414.98,20741.37874908,1
1207,39,156.8,70.8,534,4.0,0.87,574.0,5000.0,19635.997764467586,0
1209,20,163.2,95.6,1992,2.5351401010565,0.29,473.0,10000.0,12835.57639516452,1
1210,65,182.5,66.8,2612,4.0,0.64,556.0,862.2,500.0,0
1212,48,189.6,66.7,1464,2.5351401010565,0.79,678.0,262.1,21641.76434350072,1
1213,19,162.5,59.2,4000,2.5351401010565,0.18,830.0,5000.0,30733.79516709794,1
1215,19,169.0,64.6,2561,3.0,0.99,335.0,10000.0,19516.817267980667,0
1216,63,171.7,56.5,555,5.0,0.4,736.0,5231.748886883273,18978.120835594247,1
1217,34,168.5,65.2,4479,2.5351401010565,0.67,457.0,10000.0,500.0,1
1218,26,155.4,59.8,4065,2.0,0.97,369.0,10000.0,4496.717317037311,0
1219,58,195.0,81.6,621,3.0,0.24,845.0,858.44,2504.610141047304,0
1221,44,167.2,52.7,1815,2.5351401010565,0.96,509.0,10000.0,500.0,1
1225,49,169.6,92.4,1379,5.0,0.21,422.0,10000.0,500.0,0
1229,63,171.7,64.8,1787,2.5351401010565,0.2,688.0,857.8,500.0,1
1232,73,185.2,67.2,647,3.0,0.11,699.0,5000.0,13005.741673146224,0
1235,66,166.1,75.2,4060,2.5351401010565,0.69,769.0,783.31,21026.94915554756,1
1237,20,176.0,61.9,2230,2.0,0.55,320.0,5231.748886883273,500.0,1
1241,55,189.3,77.6,3120,1.0,0.76,544.0,5231.748886883273,28648.772767630267,1
1243,57,163.4,62.6,500,3.0,0.81,337.0,5000.0,500.0,0
1244,75,160.4,85.1,3724,2.5351401010565,0.89,465.0,806.42,3153.2237902978586,1
1247,69,163.5,57.7,620,2.5351401010565,0.88,823.0,10000.0,500.0,1
1252,43,171.7,50.2,1878,2.5351401010565,0.69,367.0,869.89,500.0,1
1254,24,178.7,67.8,3303,2.5351401010565,0.09,468.0,10000.0,29119.90473661206,1
1256,18,167.1,66.1,2348,2.0,0.51,448.0,1508.04,4759.946047931218,0
1258,22,176.7,63.5,1685,4.0,0.3,643.0,10000.0,8636.79294278348,0
1260,65,176.4,89.6,5060,2.5351401010565,0.96,444.0,1390.71,23725.55281337622,1
1264,29,178.4,57.8,1487,3.0,0.61,550.0,5231.748886883273,500.0,1
1269,41,181.5,52.3,3509,0.0,0.02,744.0,10000.0,500.0,0
1271,27,163.7,89.3,1915,3.0,0.64,493.0,5000.0,18028.991851950024,0
1276,19,174.4,73.1,2406,2.5351401010565,0.7,511.0,5000.0,6294.336841708063,1
1279,59,178.5,78.5,2053,2.5351401010565,0.71,810.0,889.81,500.0,1
1280,44,170.9,64.8,1872,2.0,0.33,321.0,10000.0,25731.459876239493,0
1283,62,161.4,60.1,1890,2.5351401010565,0.01,661.0,452.79,500.0,1
1284,74,183.1,79.0,500,5.0,0.2,420.0,5000.0,500.0,0
1285,67,159.0,55.0,1552,2.5351401010565,0.23,496.0,722.88,31396.49181776067,1
1287,22,169.4,92.3,2411,2.5351401010565,0.16,407.0,10000.0,21703.552462423624,1
1288,60,176.9,73.6,1515,4.0,0.95,831.0,10000.0,500.0,0
1291,73,168.4,70.8,2755,0.0,0.32,801.0,875.05,33204.5400367384,0
1293,38,160.1,49.5,1986,2.5351401010565,0.75,362.0,5000.0,500.0,1
1299,42,170.6,77.3,1981,2.0,0.94,653.0,10000.0,500.0,0
1301,65,178.4,85.3,4687,2.5351401010565,0.75,644.0,1204.43,500.0,1
1303,38,174.1,75.7,2173,2.5351401010565,0.46,693.0,1086.19,3763.365375700911,1
1305,31,183.0,49.5,4797,0.0,0.58,663.0,5000.0,9911.22582326303,0
1307,44,162.9,63.1,1787,2.5351401010565,0.44,765.0,10000.0,500.0,1
1309,28,184.3,109.6,4466,2.0,0.34,369.0,5000.0,26843.61226337767,0
1311,65,164.5,58.4,2476,2.5351401010565,0.36,485.0,10000.0,14320.295219647898,1
1312,23,159.6,71.1,3258,4.0,0.86,550.0,5000.0,21421.379721887948,0
1315,56,172.0,64.5,3145,1.0,0.57,621.0,971.08,500.0,0
1317,70,168.9,86.3,4483,4.0,0.9,804.0,5231.748886883273,23580.485140549903,1
1318,74,173.1,54.8,1372,2.5351401010565,0.85,311.0,548.34,500.0,1
1320,54,168.0,84.3,2374,0.0,0.46,816.0,10000.0,31540.66438672988,0
1329,24,176.2,59.8,2414,0.0,0.42,623.0,5000.0,500.0,0
1330,60,170.0,42.5,3742,2.5351401010565,0.25,525.0,781.93,500.0,1
1332,44,186.8,48.6,3994,0.0,0.91,443.0,5231.748886883273,500.0,1
1333,72,185.0,97.3,2989,4.0,0.04,595.0,5000.0,12229.95280457813,0
1335,50,161.6,43.0,954,3.0,0.65,580.0,5231.748886883273,32459.69464009423,1
1337,75,169.3,65.5,3776,2.0,0.98,608.0,5231.748886883273,12526.507075535286,1
1338,55,165.5,78.9,500,2.5351401010565,0.56,637.0,682.02,500.0,1
1342,30,176.4,59.1,2361,2.5351401010565,0.86,557.0,10000.0,22933.21627026551,1
1343,67,174.1,89.2,3917,2.5351401010565,0.05,659.0,5000.0,500.0,1
1344,30,184.7,63.9,3473,2.5351401010565,0.02,730.0,10000.0,8481.375380806485,1
1345,70,158.1,69.5,2771,5.0,0.67,750.0,5231.748886883273,500.0,1
1347,23,165.4,74.7,1233,0.0,0.38,431.0,5231.748886883273,21868.545933568254,1
1351,49,160.5,72.1,1895,2.0,0.64,514.0,5000.0,500.0,0
1352,58,191.9,82.3,531,2.5351401010565,0.53,480.0,5000.0,8950.288958770454,1
1353,69,175.9,77.5,3568,2.5351401010565,0.44,574.0,5000.0,31302.518701116813,1
1355,62,171.2,93.5,3401,0.0,0.9,789.0,10000.0,29666.38886169505,0
1356,19,156.3,59.0,1046,2.5351401010565,0.74,395.0,1204.27,500.0,1
1357,24,165.5,82.4,4522,2.0,0.26,534.0,5231.748886883273,500.0,1
1358,27,194.4,81.0,3329,4.0,0.68,701.0,10000.0,29571.190441546645,0
1360,71,182.3,61.1,5677,2.5351401010565,0.9,352.0,5000.0,500.0,1
1361,26,168.5,92.8,1293,2.5351401010565,0.52,812.0,10000.0,500.0,1
1367,68,168.1,49.3,500,1.0,0.96,561.0,429.38,10222.903479506209,0
1368,41,169.1,95.7,2976,2.0,0.91,491.0,10000.0,500.0,0
1371,68,162.9,66.4,2121,3.0,0.52,536.0,5000.0,16707.320410262688,0
1372,56,184.4,62.8,2199,2.5351401010565,0.91,535.0,5000.0,500.0,1
1373,43,180.5,77.4,1895,4.0,0.38,590.0,5000.0,500.0,0
1378,66,154.0,79.7,2070,2.0,0.01,782.0,10000.0,5333.960879065305,0
1382,18,169.6,53.5,2895,1.0,0.87,558.0,497.32,3691.353682371368,0
1385,32,171.4,69.7,1518,2.0,0.17,473.0,10000.0,20258.69713971608,0
1386,19,175.0,54.4,2287,1.0,0.7,817.0,10000.0,500.0,0
1392,23,174.2,64.0,2121,3.0,0.65,301.0,10000.0,10090.280141473597,0
1398,53,161.5,73.4,2404,2.5351401010565,0.57,395.0,10000.0,500.0,1
1399,62,164.4,69.1,1296,2.5351401010565,0.6,635.0,10000.0,500.0,1
1405,21,170.1,52.5,679,2.5351401010565,0.54,704.0,5000.0,500.0,1
1406,30,174.1,66.6,3917,0.0,0.91,479.0,10000.0,3687.2000423902095,0
1409,71,173.0,69.8,4141,2.5351401010565,0.12,461.0,5000.0,29714.971324441485,1
1414,40,169.3,39.5,2214,1.0,0.21,502.0,5231.748886883273,1434.4868463231576,1
1417,74,161.4,59.2,500,2.5351401010565,1.0,597.0,1579.64,18893.94049952263,1
1418,37,169.3,63.2,2821,5.0,0.53,615.0,10000.0,10327.666763148058,0
1425,23,185.7,92.0,2093,2.0,0.48,503.0,10000.0,21984.782657532254,0
1426,50,167.0,48.4,1647,0.0,0.41,631.0,10000.0,500.0,0
1431,73,154.9,62.9,625,4.0,0.12,525.0,5000.0,25669.544147114568,0
1436,69,160.0,93.4,3818,0.0,0.25,406.0,5000.0,6310.894952435596,0
1438,67,173.3,58.9,500,2.5351401010565,0.94,583.0,5000.0,20052.53611447455,1
1442,71,159.7,73.3,2844,2.5351401010565,0.31,698.0,498.67,500.0,1
1444,38,171.5,70.5,1969,4.0,0.97,825.0,5231.748886883273,500.0,1
1448,65,185.1,101.6,2844,2.0,0.73,513.0,5000.0,7918.3760303489635,0
1450,42,182.3,96.2,2096,2.5351401010565,0.88,490.0,5000.0,500.0,1
1451,66,178.8,90.4,2170,5.0,0.7,361.0,5231.748886883273,2109.7498014256,1
1454,66,164.8,75.5,3821,2.5351401010565,0.6,825.0,5000.0,22475.791534768337,1
1455,69,174.2,99.8,2004,2.5351401010565,0.84,785.0,5000.0,31746.36279552806,1
1465,18,153.6,81.8,3558,4.0,0.12,774.0,5231.748886883273,20479.891924403964,1
1466,43,184.8,80.8,1662,2.5351401010565,0.05,349.0,1170.58,10516.072100230283,1
1467,54,172.6,85.1,2256,2.5351401010565,0.52,837.0,895.01,710.9803736776076,1
1471,25,190.9,73.8,2135,0.0,0.17,433.0,5000.0,500.0,0
1473,55,160.8,77.7,2601,2.5351401010565,0.78,507.0,10000.0,29911.72166286008,1
1474,18,160.8,86.2,3250,2.5351401010565,0.35,334.0,742.85,500.0,1
1475,66,173.2,68.7,1658,1.0,0.23,810.0,5000.0,500.0,0
1484,30,183.3,79.3,1316,2.5351401010565,0.68,579.0,737.95,11205.575884144166,1
1486,73,167.9,55.9,2611,4.0,0.48,720.0,5231.748886883273,13080.390952444215,1
1489,18,155.3,85.3,4318,2.0,0.29,313.0,5231.748886883273,12444.18000177468,1
1495,70,173.1,96.6,1284,5.0,0.78,832.0,460.86,2384.5536798229077,0
1504,69,174.0,79.2,731,3.0,0.89,652.0,896.17,5307.985327485585,0
1505,68,167.2,58.7,3026,3.0,0.29,490.0,5231.748886883273,500.0,1
1506,70,158.1,86.9,3168,5.0,0.96,588.0,5000.0,500.0,0
1510,26,180.2,52.6,1542,2.5351401010565,0.32,779.0,5000.0,500.0,1
1516,28,162.7,62.3,2506,0.0,0.42,369.0,5231.748886883273,500.0,1
1518,27,157.9,58.5,3388,2.5351401010565,0.67,347.0,10000.0,18023.92109981599,1
1519,29,157.6,60.7,2399,2.5351401010565,0.88,612.0,5000.0,2700.432138428677,1
1522,66,163.2,96.3,1924,5.0,0.74,401.0,754.25,500.0,0
1524,59,177.0,60.1,3709,0.0,0.82,434.0,10000.0,500.0,0
1525,66,158.0,74.6,3577,2.5351401010565,0.59,697.0,5000.0,500.0,1
1533,72,163.3,43.5,3264,1.0,0.2,561.0,5000.0,12129.644682555154,0
1534,24,168.5,50.6,4282,2.5351401010565,0.58,661.0,10000.0,5908.777412452395,1
1535,49,169.5,68.3,1453,5.0,0.17,697.0,742.76,500.0,0
1537,67,177.7,71.3,1147,1.0,0.53,482.0,5000.0,3350.7180556311887,0
1538,64,177.3,55.3,4282,0.0,0.52,358.0,1343.71,500.0,0
1540,32,161.9,63.7,2514,2.5351401010565,0.26,718.0,5000.0,11932.963080599528,1
1541,30,166.4,78.1,500,0.0,0.08,435.0,10000.0,500.0,0
1543,28,154.5,75.8,1829,4.0,0.26,753.0,5000.0,500.0,0
1548,75,179.0,94.1,4509,0.0,0.2,716.0,1353.01,500.0,0
1549,38,155.7,76.5,3805,2.5351401010565,0.48,315.0,5000.0,27995.14067176961,1
1550,61,155.6,97.3,1651,1.0,0.55,752.0,5000.0,18336.33658243077,0
1551,62,150.0,75.3,1597,0.0,0.28,566.0,5231.748886883273,500.0,1
1556,59,175.8,52.8,2487,0.0,0.5,457.0,10000.0,5609.118288848591,0
1559,68,182.3,80.8,500,1.0,0.9,825.0,595.65,21428.9113174765,0
1564,36,172.6,70.1,2618,2.5351401010565,0.9,306.0,884.56,500.0,1
1566,19,174.0,89.0,2991,2.5351401010565,0.45,300.0,5000.0,16865.44998902573,1
1569,44,169.4,68.4,3946,2.5351401010565,0.68,492.0,492.53,9789.499395251049,1
1574,21,175.2,82.2,1171,3.0,0.15,840.0,546.39,7036.933982637373,0
1575,74,174.4,52.5,3249,2.5351401010565,0.17,592.0,5000.0,500.0,1
1577,53,158.2,50.4,500,0.0,0.0,760.0,5231.748886883273,6871.1122444362445,1
1581,37,183.7,55.4,2200,2.5351401010565,0.91,674.0,10000.0,22103.312793101413,1
1583,27,164.0,95.4,2560,5.0,0.53,787.0,5231.748886883273,500.0,1
1584,71,185.4,62.0,3791,2.5351401010565,0.19,550.0,5000.0,500.0,1
1586,39,156.2,76.8,3050,2.5351401010565,0.21,347.0,836.16,500.0,1
1587,25,173.2,70.6,1892,1.0,0.8,711.0,5231.748886883273,15088.916475610826,1
1588,26,169.7,76.5,1416,2.5351401010565,0.82,361.0,10000.0,500.0,1
1593,69,170.2,68.2,1641,2.5351401010565,0.7,545.0,10000.0,500.0,1
1596,71,183.3,61.8,2189,2.5351401010565,0.27,541.0,998.19,11037.325599210788,1
1602,68,158.7,57.8,1254,2.0,0.95,318.0,5000.0,500.0,0
1604,66,157.6,62.0,1226,5.0,0.8,790.0,641.76,500.0,0
1605,37,161.4,81.6,1050,2.5351401010565,0.64,390.0,10000.0,26368.97625190018,1
1606,53,187.4,64.6,5020,3.0,0.87,317.0,5000.0,5105.148839307339,0
1608,67,179.1,74.1,2025,1.0,0.49,321.0,5231.748886883273,500.0,1
1611,67,171.7,65.2,1423,2.0,0.83,326.0,10000.0,500.0,0
1618,41,162.8,66.7,500,2.5351401010565,0.94,710.0,5000.0,9753.476558411556,1
1619,64,189.1,67.8,3498,2.5351401010565,0.65,344.0,5000.0,500.0,1
1622,67,185.2,72.7,2536,0.0,0.08,466.0,10000.0,1317.5446060193783,0
1623,73,156.5,45.7,1616,2.5351401010565,0.81,441.0,1180.23,10961.14240068078,1
1625,66,177.1,41.6,1900,2.0,0.59,352.0,10000.0,500.0,0
1633,30,172.7,65.4,2329,5.0,0.23,453.0,5000.0,500.0,0
1635,23,142.0,69.1,4409,2.5351401010565,0.43,570.0,10000.0,500.0,1
1636,72,175.8,77.2,4219,3.0,0.8,617.0,792.73,30210.38076884105,0
1639,50,172.1,70.5,1043,5.0,0.26,706.0,5000.0,500.0,0
1642,52,178.5,76.6,1671,2.5351401010565,0.21,536.0,1053.58,500.0,1
1644,21,162.0,59.3,4411,1.0,0.01,599.0,5231.748886883273,500.0,1
1645,19,169.1,74.3,4536,3.0,0.23,483.0,10000.0,22791.084281492807,0
1646,60,153.8,67.8,819,5.0,0.9,667.0,5231.748886883273,30067.215410477864,1
1650,54,161.3,54.5,1873,4.0,0.97,825.0,10000.0,14792.258324997892,0
1651,24,161.5,48.0,3798,2.5351401010565,0.23,604.0,5000.0,3405.217002031489,1
1653,36,188.7,46.0,2852,5.0,0.23,357.0,809.31,500.0,0
1654,28,163.3,55.2,2490,0.0,0.21,429.0,648.02,26040.882828038008,0
1657,56,169.4,66.9,606,2.0,0.14,779.0,10000.0,500.0,0
1659,41,163.2,47.5,1930,2.5351401010565,0.12,765.0,5000.0,7578.677506458355,1
